hash_index,year,power_p2x,power_x2p,eff_p2x,eff_x2p,storage_size,ttf,ttf_premium,kappa_p2x,kappa_x2p
58410a26e1be2d162568f2313cad77bf,2016,10.0,20.0,0.7,0.4,350.0,False,70.0,-0.5,0.3
dab659f4acaba3920a73861a81104888,2017,10.0,20.0,0.7,0.4,350.0,False,70.0,-0.2,0.3
db13633c804a1f4f4f54409ed9a39b12,2018,10.0,20.0,0.7,0.4,350.0,False,70.0,-0.5,0.4
9eba5ca92d8c5ef8edcff27e946e9936,2019,10.0,20.0,0.7,0.4,350.0,False,70.0,0.0,0.1
599397e74fa0492a72fdd7dbb5ce0d19,2020,10.0,20.0,0.7,0.4,350.0,False,70.0,-0.5,0.3
c25c43bc45add5f15d97d284474f1a71,2021,10.0,20.0,0.7,0.4,350.0,False,70.0,-0.1,0.3
788664dc96d657bc2c2863b45f8e0e6d,2022,10.0,20.0,0.7,0.4,350.0,False,70.0,-0.2,0.1
ec9791907cc5ada69398b944f6673c4e,2023,10.0,20.0,0.7,0.4,350.0,False,70.0,-0.5,0.3
08896caf89fea64ceb0d42ba6f97a2a4,2016,10.0,20.0,0.7,0.4,350.0,True,70.0,-0.3,0.3
9a885f4cd9824f7f905ba07a0fede459,2017,10.0,20.0,0.7,0.4,350.0,True,70.0,-0.2,0.1
92e0e7eb3c92eef75e5dce78c760c0af,2018,10.0,20.0,0.7,0.4,350.0,True,70.0,-0.2,0.4
4727d99804c481bce08ee85f8f7b5fab,2019,10.0,20.0,0.7,0.4,350.0,True,70.0,0.0,0.1
47d64e3524303232176d9028c362de06,2020,10.0,20.0,0.7,0.4,350.0,True,70.0,-0.5,0.3
b9eaa4ba2f334202b6301ac50d0abc51,2021,10.0,20.0,0.7,0.4,350.0,True,70.0,-0.1,0.3
74e530df40f4b5fcea1aa9a092587599,2022,10.0,20.0,0.7,0.4,350.0,True,70.0,-0.2,0.1
0116b6f8decf43dde4859243c02d4e4d,2023,10.0,20.0,0.7,0.4,350.0,True,70.0,-0.5,0.2
ef67f952c46613a9b597f72ac3eb91d5,2021,10.0,20.0,0.7,0.4,350.0,True,0.0,0.0,0.3
22518e7c8cea632c0ab32bf8abb813c2,2021,10.0,20.0,0.7,0.4,350.0,True,10.0,0.0,0.5
e0b17076450ee8f93ba802309860595d,2021,10.0,20.0,0.7,0.4,350.0,True,20.0,0.0,0.4
11b7876af0020a1d0c74a9670f739370,2021,10.0,20.0,0.7,0.4,350.0,True,30.0,-0.1,0.4
920b37fd30c5c4f687365c0e8a0c6f2d,2021,10.0,20.0,0.7,0.4,350.0,True,40.0,-0.1,0.4
1f0ae140b896b1a2ee0c577fd262b0d2,2021,10.0,20.0,0.7,0.4,350.0,True,50.0,-0.1,0.4
8eeb965fa934c91d2b370c6b6d5eb192,2021,10.0,20.0,0.7,0.4,350.0,True,60.0,-0.1,0.4
709e3ce10fff2cc70df50f5dd86b088a,2021,10.0,20.0,0.7,0.4,350.0,True,80.0,-0.1,0.3
c14a3c06b75c467b91dc044ff1c8ca56,2021,10.0,20.0,0.7,0.4,350.0,True,90.0,-0.1,0.3
fc853a128e2507b0051a6d814d1b0994,2021,10.0,20.0,0.7,0.4,350.0,True,100.0,0.0,0.2
f5bca49398dfd5eb9cb434d2dedaf788,2022,10.0,20.0,0.7,0.4,350.0,True,0.0,-0.1,0.2
fc33078aad74da1554964ddc1cb325f7,2022,10.0,20.0,0.7,0.4,350.0,True,10.0,-0.1,0.1
2cd07c050e189fd1a0d528ef5cbe7660,2022,10.0,20.0,0.7,0.4,350.0,True,20.0,-0.1,0.2
a92d751a1514590533c280583341209b,2022,10.0,20.0,0.7,0.4,350.0,True,30.0,-0.1,0.2
1a05355539956b7270557bd63c547e9b,2022,10.0,20.0,0.7,0.4,350.0,True,40.0,-0.1,0.2
05b2ffcdc07ecd7a46e9b51a901816d2,2022,10.0,20.0,0.7,0.4,350.0,True,50.0,-0.2,0.1
9cc322ec008dc657bfb63d570dbcaefd,2022,10.0,20.0,0.7,0.4,350.0,True,60.0,-0.2,0.1
627f15410cef91cf9b4f0695a608d927,2022,10.0,20.0,0.7,0.4,350.0,True,80.0,-0.1,0.1
ecff32c63f1229b55172d3863a2718e1,2022,10.0,20.0,0.7,0.4,350.0,True,90.0,-0.1,0.1
4e028e7397a8b3223e315fa922b9f308,2022,10.0,20.0,0.7,0.4,350.0,True,100.0,-0.2,0.1
4de9b7553f7378a252f9e4ac7b91f701,2023,10.0,20.0,0.7,0.4,350.0,True,0.0,-0.5,0.4
c1fee967a3481d36f7a48ead3966f6fe,2023,10.0,20.0,0.7,0.4,350.0,True,10.0,-0.5,0.3
facdf939f7505b63cd27238121218145,2023,10.0,20.0,0.7,0.4,350.0,True,20.0,-0.5,0.5
12e692a72be141f9880074f75aef72f5,2023,10.0,20.0,0.7,0.4,350.0,True,30.0,-0.5,0.4
e0e0237f4fbac58f92b46ebac9a0d987,2023,10.0,20.0,0.7,0.4,350.0,True,40.0,-0.5,0.3
fdf98f81d83691925784c4b777adab7b,2023,10.0,20.0,0.7,0.4,350.0,True,50.0,-0.5,0.2
019c706d598300f7f1f65ac3c27be789,2023,10.0,20.0,0.7,0.4,350.0,True,60.0,-0.5,0.2
d72ce7f7daea3f5b2f7d41ed6460736c,2023,10.0,20.0,0.7,0.4,350.0,True,80.0,-0.5,0.2
712e38df54b8fbd6c6b43b1dc7958558,2023,10.0,20.0,0.7,0.4,350.0,True,90.0,-0.5,0.2
22dcd866042180c9727b4dd74863c018,2023,10.0,20.0,0.7,0.4,350.0,True,100.0,-0.5,0.2
2d6286feb5c767cfd76ee15673285399,2022,10.0,20.0,0.7,0.4,88.0,False,70.0,-0.1,0.1
425345f1f84c3d0f2e8b9437126a23ff,2022,10.0,20.0,0.7,0.4,175.0,False,70.0,-0.2,0.0
9c070808fc7217148f5e71e2ccf8152e,2022,10.0,20.0,0.7,0.4,700.0,False,70.0,-0.2,0.2
5b089584f7b3f405faec38f2aaa905a2,2022,10.0,20.0,0.7,0.4,1400.0,False,70.0,-0.2,0.1
8ab8800dc619733e2c8b2956da715241,2022,10.0,20.0,0.7,0.4,2800.0,False,70.0,0.0,0.3
b58e22e713647c19700219b4a91e54c1,2023,10.0,20.0,0.7,0.4,88.0,False,70.0,-0.4,0.1
3504d04960496459a8ffd2583b19df55,2023,10.0,20.0,0.7,0.4,175.0,False,70.0,-0.5,0.2
c2ec8e51011a40accfe88c2b2be7ffc7,2023,10.0,20.0,0.7,0.4,700.0,False,70.0,-0.4,0.1
4cda00f6f78e1d5431f9329995ca5811,2023,10.0,20.0,0.7,0.4,1400.0,False,70.0,-0.4,0.0
53923181c9bc30680a736b37a15311f9,2023,10.0,20.0,0.7,0.4,2800.0,False,70.0,-0.2,0.1
b4d6dffe0d11d1f8cabf7b087a146a05,2022,10.0,20.0,0.7,0.4,88.0,True,70.0,-0.1,0.1
775482a20f3810166ea7eb743fcdcbc9,2022,10.0,20.0,0.7,0.4,175.0,True,70.0,-0.2,0.1
bda61b4152367b47db8ace164aac6fdd,2022,10.0,20.0,0.7,0.4,700.0,True,70.0,-0.2,0.0
381b97bc29a42c88aae6fdbe80f065a8,2022,10.0,20.0,0.7,0.4,1400.0,True,70.0,0.0,0.1
c5366641caaa5a0eb75ab662678b6430,2022,10.0,20.0,0.7,0.4,2800.0,True,70.0,-0.1,0.0
a32e762a9d41da6a11e6df01d2698668,2023,10.0,20.0,0.7,0.4,88.0,True,70.0,-0.4,0.3
002607da3333b2ef483e95a1254be7ef,2023,10.0,20.0,0.7,0.4,175.0,True,70.0,-0.5,0.2
68ef04ce1d9c60f45fbc67a778d7ea86,2023,10.0,20.0,0.7,0.4,700.0,True,70.0,-0.4,0.0
3b2b7fedb4b77c2e75928ceb0096ed18,2023,10.0,20.0,0.7,0.4,1400.0,True,70.0,-0.4,0.0
548a986d8640d530577f09ff8faeef5e,2023,10.0,20.0,0.7,0.4,2800.0,True,70.0,-0.2,0.1
d443243c7189b5e7d9c46bb664a83264,2022,2.5,27.5,0.7,0.4,350.0,False,70.0,-0.2,0.3
ad38ad2a4c6bb015fcaa05abebbd07d8,2022,5.0,25.0,0.7,0.4,350.0,False,70.0,-0.1,0.4
8e7cb44de45d4b2fdd105c1d1fc384e5,2022,7.5,22.5,0.7,0.4,350.0,False,70.0,-0.3,0.0
9b110145f3542c249c7bf834fb9361e5,2022,12.5,17.5,0.7,0.4,350.0,False,70.0,-0.2,0.1
32d8875834fd3375fb878da8e9f04c4c,2022,15.0,15.0,0.7,0.4,350.0,False,70.0,-0.4,0.2
e4a959f51e7bc8fba5a27045ace59a18,2022,17.5,12.5,0.7,0.4,350.0,False,70.0,-0.3,0.1
5d0569821e96dc9d6fd9ee1541a4da01,2022,20.0,10.0,0.7,0.4,350.0,False,70.0,-0.3,0.2
297f4c7fe2ca646b4c86769610b41589,2022,22.5,7.5,0.7,0.4,350.0,False,70.0,-0.3,0.1
54125ec9b0fbd61f289436bf8e77227e,2022,25.0,5.0,0.7,0.4,350.0,False,70.0,-0.1,0.0
8e5da36abb50233786317b2b922914d6,2022,27.5,2.5,0.7,0.4,350.0,False,70.0,-0.1,0.0
dea83e594c91c4799df8d3e0729fe56b,2023,2.5,27.5,0.7,0.4,350.0,False,70.0,-0.4,0.5
9c830801db2e42e6cc317e6b95b2a7a4,2023,5.0,25.0,0.7,0.4,350.0,False,70.0,-0.5,0.2
c05570f47fedfaba25cdbd4eec11f4a5,2023,7.5,22.5,0.7,0.4,350.0,False,70.0,-0.5,0.1
cce1c158f7f9e33e7edee3f3df2299a1,2023,12.5,17.5,0.7,0.4,350.0,False,70.0,-0.5,0.3
661f920cc9a26ffbef4ce1a9504347c4,2023,15.0,15.0,0.7,0.4,350.0,False,70.0,-0.5,0.1
8a858e0c0cce02f00b6b2faed049f652,2023,17.5,12.5,0.7,0.4,350.0,False,70.0,-0.5,0.1
050a836f5fca0514d68f7c179e44caa2,2023,20.0,10.0,0.7,0.4,350.0,False,70.0,-0.5,0.0
5ebb5011ec0444b49dfbbea803ae6466,2023,22.5,7.5,0.7,0.4,350.0,False,70.0,-0.2,0.3
4f7ecd2e2f49978a63e9664bf38dd589,2023,25.0,5.0,0.7,0.4,350.0,False,70.0,-0.3,0.1
99bd8fc2fa99a8e77b7c10a2c778ad6d,2023,27.5,2.5,0.7,0.4,350.0,False,70.0,-0.5,0.0
ac5bc9231b06e306596020ab1f632f6a,2022,2.5,27.5,0.7,0.4,350.0,True,70.0,-0.1,0.1
e3d81af6d5d4b7966cef628237061e6a,2022,5.0,25.0,0.7,0.4,350.0,True,70.0,0.0,0.1
5f44a9d4c5686ebcac7d088eef38331c,2022,7.5,22.5,0.7,0.4,350.0,True,70.0,-0.3,0.1
4b7049a9bd27367c59e008e12de72121,2022,12.5,17.5,0.7,0.4,350.0,True,70.0,-0.1,0.1
bd0cfebc285f0a283da7dd2b6627b5d7,2022,15.0,15.0,0.7,0.4,350.0,True,70.0,-0.4,0.1
ee52daabda881b492d96658706d4ad62,2022,17.5,12.5,0.7,0.4,350.0,True,70.0,-0.3,0.0
84d35d97edaf5ec278aef3af4658a84f,2022,20.0,10.0,0.7,0.4,350.0,True,70.0,0.0,0.0
4ced9986b94760d9b0f360ee954c26ca,2022,22.5,7.5,0.7,0.4,350.0,True,70.0,-0.3,0.1
4ebb72a1d6702593b9fff3158924f9d9,2022,25.0,5.0,0.7,0.4,350.0,True,70.0,-0.1,0.0
e3dab9ce81ccce8b783be8913101911f,2022,27.5,2.5,0.7,0.4,350.0,True,70.0,-0.1,0.0
c5337405ed5952b869a528f70fabe781,2023,2.5,27.5,0.7,0.4,350.0,True,70.0,-0.4,0.1
cbbcc512d0ad02b483103240e3cdc2b0,2023,5.0,25.0,0.7,0.4,350.0,True,70.0,-0.5,0.2
d5556279e449926227f1e5fdb6cb9047,2023,7.5,22.5,0.7,0.4,350.0,True,70.0,-0.5,0.1
06e371cd9664ce4d9bc5908e629897d9,2023,12.5,17.5,0.7,0.4,350.0,True,70.0,-0.5,0.3
30b56fe2173a52e7b5365d98de64570b,2023,15.0,15.0,0.7,0.4,350.0,True,70.0,-0.5,0.1
412652cf93b35a8ee0f1af3da93e8290,2023,17.5,12.5,0.7,0.4,350.0,True,70.0,-0.5,0.1
6da34247bca32452773e87d120c21cf7,2023,20.0,10.0,0.7,0.4,350.0,True,70.0,-0.4,0.0
b50bc5e0a3e9c0051f3bbf3691d53b81,2023,22.5,7.5,0.7,0.4,350.0,True,70.0,-0.2,0.3
ca1465e3dc206b8908a79908c927be7e,2023,25.0,5.0,0.7,0.4,350.0,True,70.0,-0.3,0.1
559fdd0df21b967876e029a658768672,2023,27.5,2.5,0.7,0.4,350.0,True,70.0,-0.5,0.0
